2023/11/13
12:58:12.77
2e-05
N,mm,ms
937.71,6.455000000000005,3.0
861.58,6.480000000000004,3.019999999999982
791.88,6.555,3.0399999999999636
809.96,6.563000000000002,3.1999999999999886
808.21,6.647000000000006,3.2199999999999704
721.29,6.722000000000008,3.240000000000009
588.88,6.909000000000006,3.259999999999991
440.42,6.926000000000002,3.2799999999999727
321.13,6.972000000000008,3.3000000000000114
235.96,6.980000000000004,3.339999999999975
419.13,7.076000000000008,3.3799999999999955
544.54,7.168000000000006,3.3999999999999773
588.0,7.251000000000005,3.420000000000016
475.13,7.268000000000001,3.4399999999999977
246.75,7.296999999999997,3.519999999999982
443.33,7.388000000000005,3.5600000000000023
468.42,7.421999999999997,3.579999999999984
433.71,7.454999999999998,3.599999999999966
361.08,7.4879999999999995,3.6200000000000045
213.5,7.564000000000007,3.6399999999999864
200.96,7.638999999999996,3.659999999999968
469.58,7.689000000000007,3.839999999999975
566.13,7.759,3.8600000000000136
648.67,7.834000000000003,3.8799999999999955
676.67,7.918000000000006,3.8999999999999773
637.0,7.989000000000004,3.920000000000016
571.96,8.025999999999996,3.9399999999999977
524.13,8.034000000000006,3.9599999999999795
549.79,8.076000000000008,3.9799999999999613
646.63,8.143,4.0
785.17,8.293000000000006,4.019999999999982
865.67,8.497,4.039999999999964
875.0,8.61800000000001,4.060000000000002
871.21,8.801000000000002,4.079999999999984
889.29,8.933999999999997,4.099999999999966
942.08,8.947000000000003,4.1200000000000045
1048.0,8.959000000000003,4.139999999999986
1034.3,9.009,4.539999999999964
1028.4,9.109000000000009,4.560000000000002
987.58,9.235,4.579999999999984
926.04,9.296999999999997,4.599999999999966
862.46,9.338999999999999,4.6200000000000045
866.83,9.350999999999999,4.659999999999968
906.79,9.393,4.680000000000007
987.88,9.504999999999995,4.699999999999989
1079.2,9.560000000000002,4.71999999999997
1064.0,9.588999999999999,4.740000000000009
809.67,9.725999999999999,4.839999999999975
848.75,9.879999999999995,4.860000000000014
842.92,10.051000000000002,4.8799999999999955
748.71,10.126000000000005,4.899999999999977
674.63,10.222000000000008,4.920000000000016
758.92,10.235,5.099999999999966
791.0,10.355000000000004,5.1200000000000045
812.0,10.485,5.139999999999986
783.42,10.513999999999996,5.159999999999968
719.83,10.555000000000007,5.180000000000007
927.21,10.600999999999999,5.300000000000011
858.38,10.775999999999996,5.319999999999993
828.92,10.960000000000008,5.339999999999975
842.63,11.180999999999997,5.360000000000014
855.17,11.314000000000007,5.3799999999999955
885.5,11.364000000000004,5.399999999999977
973.0,11.430999999999997,5.420000000000016
1038.0,11.430999999999997,5.479999999999961
1044.5,11.475999999999999,5.5
1416.3,11.510000000000005,5.740000000000009
1419.5,11.61800000000001,5.759999999999991
1457.2,11.647000000000006,5.779999999999973
1472.3,11.656000000000006,5.800000000000011
1325.3,11.659999999999997,6.159999999999968
1103.7,11.668000000000006,6.180000000000007
865.38,11.685000000000002,6.199999999999989
574.58,11.784999999999997,6.279999999999973
674.33,11.914000000000001,6.300000000000011
670.25,12.060000000000002,6.319999999999993
602.88,12.164000000000001,6.339999999999975
504.29,12.225999999999999,6.360000000000014
322.29,12.322000000000003,6.3799999999999955
132.42,12.439000000000007,6.399999999999977
107.63,12.576999999999998,6.420000000000016
98.0,12.659999999999997,6.439999999999998
114.04,12.668000000000006,6.4599999999999795
254.92,12.718000000000004,6.860000000000014
232.17,12.793000000000006,6.8799999999999955
272.71,12.876999999999995,6.899999999999977
252.88,12.930999999999997,6.920000000000016
355.54,12.99300000000001,6.939999999999998
454.13,13.031000000000006,6.979999999999961
354.67,13.135000000000005,7.159999999999968
413.0,13.260000000000005,7.180000000000007
423.5,13.472000000000008,7.199999999999989
389.96,13.472000000000008,7.21999999999997
852.25,13.685000000000002,7.71999999999997
831.83,13.872,7.740000000000009
824.54,13.902000000000001,7.759999999999991
998.08,13.902000000000001,7.899999999999977
978.25,14.052000000000007,7.920000000000016
994.0,14.206000000000003,7.939999999999998
1022.0,14.427000000000007,7.9599999999999795
1062.5,14.522999999999996,7.979999999999961
1108.3,14.588999999999999,8.0
1273.7,14.735,8.259999999999991
1298.8,14.909999999999997,8.279999999999973
1322.4,15.052000000000007,8.300000000000011
1332.3,15.11,8.319999999999993
1341.1,15.123000000000005,8.339999999999975
1350.7,15.123000000000005,8.360000000000014
1128.2,15.156000000000006,8.539999999999964
1191.8,15.198000000000008,8.560000000000002
1067.2,15.231000000000009,9.099999999999966
1153.3,15.323000000000008,9.120000000000005
1204.3,15.456000000000003,9.139999999999986
1191.8,15.548000000000002,9.159999999999968
1214.5,15.677000000000007,9.180000000000007
1247.5,15.789000000000001,9.199999999999989
1220.3,15.835000000000008,9.21999999999997
1392.1,15.927000000000007,9.779999999999973
1420.1,15.963999999999999,9.800000000000011
1432.4,15.972999999999999,9.819999999999993
1420.7,15.981000000000009,9.839999999999975
1253.9,16.010000000000005,10.799999999999955
1244.3,16.073000000000008,10.819999999999936
1229.7,16.164,10.840000000000032
1214.2,16.260000000000005,10.860000000000014
1208.4,16.373000000000005,10.879999999999995
