2023/12/13
11:58:13.47
2e-05
N,mm,ms
1134.9,6.6469999999999985,3.319999999999993
1199.0,6.729999999999997,3.339999999999975
1243.7,6.805,3.3600000000000136
1301.4,6.8799999999999955,3.3799999999999955
1279.5,6.925999999999995,3.3999999999999773
1397.4,6.967999999999996,3.599999999999966
1539.1,7.083999999999996,3.6200000000000045
1706.3,7.100999999999999,3.6399999999999864
1719.1,7.137999999999998,3.659999999999968
1522.8,7.158999999999999,3.680000000000007
958.71,7.2379999999999995,3.8799999999999955
1155.6,7.258999999999993,3.8999999999999773
1273.1,7.275999999999996,3.919999999999959
1056.7,7.275999999999996,3.9799999999999613
1102.8,7.329999999999998,4.019999999999982
1220.3,7.358999999999995,4.039999999999964
1327.7,7.462999999999994,4.060000000000002
1249.2,7.475999999999999,4.099999999999966
1082.1,7.571999999999996,4.1200000000000045
878.5,7.596999999999994,4.139999999999986
824.25,7.6839999999999975,4.159999999999968
899.79,7.747,4.180000000000007
996.04,7.783999999999999,4.199999999999989
1017.3,7.833999999999996,4.240000000000009
947.92,7.971999999999994,4.259999999999991
869.17,8.038999999999994,4.279999999999973
871.5,8.108999999999995,4.300000000000011
952.0,8.221999999999994,4.319999999999993
1086.8,8.238999999999997,4.339999999999975
1078.3,8.254999999999995,4.399999999999977
1079.8,8.293,4.419999999999959
1205.5,8.350999999999999,4.4599999999999795
1248.0,8.375999999999998,4.479999999999961
1246.9,8.408999999999999,4.539999999999964
1267.3,8.418,4.560000000000002
1520.8,8.439,4.71999999999997
1570.6,8.500999999999998,4.740000000000009
1691.4,8.575999999999993,4.759999999999991
1712.1,8.633999999999993,4.819999999999993
1686.4,8.650999999999996,4.839999999999975
1842.8,8.683999999999997,4.899999999999977
1663.4,8.747,4.9599999999999795
1569.8,8.788999999999994,4.979999999999961
1690.2,8.817999999999998,5.039999999999964
1704.8,8.918,5.060000000000002
1620.2,8.925999999999995,5.079999999999984
1542.6,8.979999999999997,5.099999999999966
1543.8,8.988999999999997,5.1200000000000045
1780.0,9.046999999999997,5.319999999999993
1822.3,9.154999999999994,5.339999999999975
1931.1,9.183999999999997,5.479999999999961
2047.8,9.208999999999996,5.8799999999999955
2039.9,9.275999999999996,5.899999999999977
2016.3,9.367999999999995,6.180000000000007
2027.4,9.413999999999994,6.199999999999989
1905.8,9.459999999999994,6.240000000000009
1884.5,9.543,6.259999999999991
107.63,9.546999999999997,213.48000000000002
105.0,9.579999999999998,213.5
105.58,9.584999999999994,213.51999999999998
